CompensationRequestId,UserId,SucursalId,CompensationRequestStateId,Observations,ErrorId,ErrorMessage,ErrorDetails,CreatedAt,ClosedAt,IsOpen
2027,47,265,2,EmailService.SendAsync - incidente simulado 2027,1,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-4,2024-09-18,2024-09-30,0
2028,30,93,4,BulkCreateSucursalesCommandHandler - incidente simulado 2028,3,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-5,2024-05-28,,1
2029,106,694,2,BulkCreateSucursalesCommandHandler - incidente simulado 2029,3,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-6,2025-06-14,2025-06-28,0
2030,31,513,3,CreateLocalidadCommandHandler - incidente simulado 2030,1,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-7,2024-08-15,2024-08-22,0
2031,11,160,2,VerifyEmailCommandHandler - incidente simulado 2031,3,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-8,2025-11-05,2025-11-10,0
2032,3,343,2,CompensationRequestExportQueryHandler - incidente simulado 2032,3,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-9,2024-06-07,2024-06-18,0
2033,37,66,1,CompensationRequestExportQueryHandler - incidente simulado 2033,2,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-10,2026-04-26,,1
2034,79,396,2,VerifyEmailCommandHandler - incidente simulado 2034,3,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-11,2025-11-30,2025-12-01,0
2035,141,259,2,BulkCreateSucursalesCommandHandler - incidente simulado 2035,2,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-12,2025-08-20,2025-09-05,0
2036,138,49,2,CompensationRequestExportQueryHandler - incidente simulado 2036,2,Token expirado,CompensationRequestExportQueryHandler: Token expirado. RunId MOCK-13,2024-09-25,2024-10-04,0
2037,110,635,2,EmailService.SendAsync - incidente simulado 2037,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-14,2024-05-27,2024-06-13,0
2038,72,338,2,CreateLocalidadCommandHandler - incidente simulado 2038,3,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-15,2025-07-08,2025-07-25,0
2039,30,626,1,VerifyEmailCommandHandler - incidente simulado 2039,1,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-16,2026-02-15,,1
2040,85,617,4,EmailService.SendAsync - incidente simulado 2040,3,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-0,2025-08-18,,1
2041,65,386,2,BulkCreateSucursalesCommandHandler - incidente simulado 2041,3,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-1,2025-12-13,2025-12-21,0
2042,123,619,3,VerifyEmailCommandHandler - incidente simulado 2042,3,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-2,2024-06-05,2024-06-13,0
2043,105,568,2,BulkCreateSucursalesCommandHandler - incidente simulado 2043,2,Token expirado,BulkCreateSucursalesCommandHandler: Token expirado. RunId MOCK-3,2026-03-18,2026-03-31,0
2044,8,674,2,CreateSucursalCommandHandler - incidente simulado 2044,1,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-4,2024-05-15,2024-05-29,0
2045,97,36,2,CreateUserCommandHandler - incidente simulado 2045,3,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-5,2024-09-15,2024-09-20,0
2046,113,692,4,CreateSucursalCommandHandler - incidente simulado 2046,1,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-6,2025-10-12,,1
2047,138,424,4,CompensationRequestExportQueryHandler - incidente simulado 2047,3,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-7,2026-06-25,,1
2048,17,108,2,EmailService.SendAsync - incidente simulado 2048,3,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-8,2024-11-01,2024-11-06,0
2049,139,777,2,UpdateSucursalCommandHandler - incidente simulado 2049,2,CSV export format not supported,UpdateSucursalCommandHandler: CSV export format not supported. RunId MOCK-9,2025-07-10,2025-07-12,0
2050,132,411,2,CreateLocalidadCommandHandler - incidente simulado 2050,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-10,2024-03-20,2024-04-02,0
2051,43,644,2,BulkCreateSucursalesCommandHandler - incidente simulado 2051,3,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-11,2025-03-19,2025-04-06,0
2052,150,43,1,EmailService.SendAsync - incidente simulado 2052,1,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-12,2024-05-22,,1
2053,138,514,2,VerifyEmailCommandHandler - incidente simulado 2053,2,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-13,2025-09-20,2025-09-26,0
2054,57,691,1,CreateUserCommandHandler - incidente simulado 2054,1,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-14,2026-06-23,,1
2055,43,215,2,CompensationRequestExportQueryHandler - incidente simulado 2055,3,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-15,2025-09-23,2025-09-29,0
2056,33,454,2,EmailService.SendAsync - incidente simulado 2056,2,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-16,2026-06-07,2026-06-23,0
2057,121,148,4,CreateLocalidadCommandHandler - incidente simulado 2057,3,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-0,2025-03-13,,1
2058,130,495,4,UpdateSucursalCommandHandler - incidente simulado 2058,3,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-1,2025-01-22,,1
2059,105,187,3,BulkCreateSucursalesCommandHandler - incidente simulado 2059,2,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-2,2024-08-19,2024-09-06,0
2060,63,351,2,CreateLocalidadCommandHandler - incidente simulado 2060,3,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-3,2024-08-15,2024-08-29,0
2061,10,58,1,CompensationRequestExportQueryHandler - incidente simulado 2061,3,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-4,2025-10-27,,1
2062,16,129,2,CompensationRequestExportQueryHandler - incidente simulado 2062,2,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-5,2024-08-06,2024-08-21,0
2063,6,320,2,CreateLocalidadCommandHandler - incidente simulado 2063,1,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-6,2025-10-13,2025-10-19,0
2064,75,421,3,CreateLocalidadCommandHandler - incidente simulado 2064,1,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-7,2026-02-20,2026-03-09,0
2065,76,107,2,CompensationRequestExportQueryHandler - incidente simulado 2065,3,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-8,2026-03-25,2026-03-29,0
2066,74,410,2,CreateLocalidadCommandHandler - incidente simulado 2066,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-9,2025-07-25,2025-08-09,0
2067,3,305,3,CreateLocalidadCommandHandler - incidente simulado 2067,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-10,2025-02-04,2025-02-13,0
2068,46,639,2,CreateUserCommandHandler - incidente simulado 2068,3,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-11,2025-11-18,2025-11-21,0
2069,8,11,2,CompensationRequestExportQueryHandler - incidente simulado 2069,2,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-12,2025-07-11,2025-07-25,0
2070,108,282,2,VerifyEmailCommandHandler - incidente simulado 2070,3,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-13,2025-11-24,2025-11-26,0
2071,22,132,2,CreateUserCommandHandler - incidente simulado 2071,2,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-14,2024-01-25,2024-01-27,0
2072,24,778,2,CreateUserCommandHandler - incidente simulado 2072,3,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-15,2025-08-12,2025-08-25,0
2073,141,794,2,CreateSucursalCommandHandler - incidente simulado 2073,2,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-16,2024-08-17,2024-08-20,0
2074,118,287,1,CreateUserCommandHandler - incidente simulado 2074,1,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-0,2025-11-20,,1
2075,43,524,2,CompensationRequestExportQueryHandler - incidente simulado 2075,1,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-1,2025-02-17,2025-03-04,0
2076,149,684,2,CreateLocalidadCommandHandler - incidente simulado 2076,2,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-2,2025-01-25,2025-02-04,0
2077,7,351,2,CreateLocalidadCommandHandler - incidente simulado 2077,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-3,2024-12-14,2024-12-25,0
2078,30,308,2,BulkCreateSucursalesCommandHandler - incidente simulado 2078,2,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-4,2025-10-06,2025-10-23,0
2079,81,135,4,CreateLocalidadCommandHandler - incidente simulado 2079,2,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-5,2024-10-20,,1
2080,101,666,4,UpdateSucursalCommandHandler - incidente simulado 2080,3,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-6,2026-04-08,,1
2081,77,384,1,UpdateSucursalCommandHandler - incidente simulado 2081,3,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-7,2026-06-13,,1
2082,35,485,2,CreateUserCommandHandler - incidente simulado 2082,1,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-8,2025-12-28,2026-01-10,0
2083,15,194,1,UpdateSucursalCommandHandler - incidente simulado 2083,3,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-9,2024-07-26,,1
2084,73,293,1,BulkCreateSucursalesCommandHandler - incidente simulado 2084,3,SMTP timeout,BulkCreateSucursalesCommandHandler: SMTP timeout. RunId MOCK-10,2026-05-28,,1
2085,75,660,1,EmailService.SendAsync - incidente simulado 2085,1,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-11,2025-12-20,,1
2086,93,736,1,BulkCreateSucursalesCommandHandler - incidente simulado 2086,3,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-12,2024-09-13,,1
2087,73,490,2,CreateSucursalCommandHandler - incidente simulado 2087,2,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-13,2025-05-04,2025-05-24,0
2088,78,417,3,UpdateSucursalCommandHandler - incidente simulado 2088,3,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-14,2024-05-19,2024-05-20,0
2089,78,759,1,BulkCreateSucursalesCommandHandler - incidente simulado 2089,3,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-15,2025-08-31,,1
2090,55,616,2,BulkCreateSucursalesCommandHandler - incidente simulado 2090,2,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-16,2026-03-31,2026-04-20,0
2091,48,506,4,EmailService.SendAsync - incidente simulado 2091,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-0,2024-06-29,,1
2092,43,635,1,UpdateSucursalCommandHandler - incidente simulado 2092,3,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-1,2026-04-19,,1
2093,24,297,2,CreateUserCommandHandler - incidente simulado 2093,1,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-2,2025-12-25,2026-01-13,0
2094,149,389,1,CreateSucursalCommandHandler - incidente simulado 2094,2,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-3,2024-02-05,,1
2095,132,158,1,BulkCreateSucursalesCommandHandler - incidente simulado 2095,1,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-4,2026-04-08,,1
2096,114,156,2,CreateUserCommandHandler - incidente simulado 2096,2,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-5,2024-08-10,2024-08-18,0
2097,22,12,2,BulkCreateSucursalesCommandHandler - incidente simulado 2097,3,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-6,2025-02-12,2025-02-19,0
2098,10,329,4,CompensationRequestExportQueryHandler - incidente simulado 2098,3,DbUpdateException,CompensationRequestExportQueryHandler: DbUpdateException. RunId MOCK-7,2024-04-27,,1
2099,70,270,2,CreateSucursalCommandHandler - incidente simulado 2099,3,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-8,2024-09-01,2024-09-20,0
2100,89,60,4,CompensationRequestExportQueryHandler - incidente simulado 2100,1,Validation failed,CompensationRequestExportQueryHandler: Validation failed. RunId MOCK-9,2024-01-29,,1
2101,58,78,2,CompensationRequestExportQueryHandler - incidente simulado 2101,1,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-10,2024-12-21,2025-01-03,0
2102,24,668,1,CompensationRequestExportQueryHandler - incidente simulado 2102,1,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-11,2025-02-07,,1
2103,147,627,4,CreateSucursalCommandHandler - incidente simulado 2103,3,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-12,2026-02-28,,1
2104,4,354,1,CompensationRequestExportQueryHandler - incidente simulado 2104,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-13,2024-07-29,,1
2105,36,785,3,EmailService.SendAsync - incidente simulado 2105,3,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-14,2025-09-03,2025-09-11,0
2106,7,594,1,CreateLocalidadCommandHandler - incidente simulado 2106,2,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-15,2025-04-17,,1
2107,47,222,2,CreateUserCommandHandler - incidente simulado 2107,2,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-16,2024-10-07,2024-10-17,0
2108,74,713,3,CompensationRequestExportQueryHandler - incidente simulado 2108,2,DbUpdateException,CompensationRequestExportQueryHandler: DbUpdateException. RunId MOCK-0,2024-02-01,2024-02-19,0
2109,148,505,2,CreateLocalidadCommandHandler - incidente simulado 2109,1,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-1,2026-06-15,2026-06-21,0
2110,141,346,4,UpdateSucursalCommandHandler - incidente simulado 2110,3,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-2,2026-05-21,,1
2111,7,220,4,BulkCreateSucursalesCommandHandler - incidente simulado 2111,1,Validation failed,BulkCreateSucursalesCommandHandler: Validation failed. RunId MOCK-3,2024-11-19,,1
2112,139,575,1,EmailService.SendAsync - incidente simulado 2112,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-4,2026-06-01,,1
2113,62,545,2,CreateUserCommandHandler - incidente simulado 2113,2,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-5,2025-12-28,2025-12-29,0
2114,106,432,2,CreateLocalidadCommandHandler - incidente simulado 2114,2,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-6,2025-12-12,2025-12-21,0
2115,126,786,4,EmailService.SendAsync - incidente simulado 2115,2,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-7,2025-05-06,,1
2116,44,589,2,CreateLocalidadCommandHandler - incidente simulado 2116,1,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-8,2024-02-09,2024-02-24,0
2117,132,106,1,VerifyEmailCommandHandler - incidente simulado 2117,2,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-9,2024-02-08,,1
2118,46,558,1,CreateLocalidadCommandHandler - incidente simulado 2118,3,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-10,2026-03-05,,1
2119,107,552,2,BulkCreateSucursalesCommandHandler - incidente simulado 2119,3,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-11,2024-11-15,2024-11-28,0
2120,20,92,2,CreateUserCommandHandler - incidente simulado 2120,1,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-12,2024-11-10,2024-11-27,0
2121,70,389,3,CreateLocalidadCommandHandler - incidente simulado 2121,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-13,2026-02-05,2026-02-17,0
2122,60,512,1,EmailService.SendAsync - incidente simulado 2122,3,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-14,2026-01-29,,1
2123,72,347,3,VerifyEmailCommandHandler - incidente simulado 2123,1,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-15,2024-09-30,2024-10-19,0
2124,23,95,3,CreateUserCommandHandler - incidente simulado 2124,1,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-16,2025-02-24,2025-03-16,0
2125,121,274,1,CreateUserCommandHandler - incidente simulado 2125,3,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-0,2024-05-20,,1
